Date,Open,High,Low,Close,Volume,Close_Time,Number_of_Trades,EMA,RSI,Upper_Band,Lower_Band,Buy_Signal,Sell_Signal
2021-02-04,37620.26,38708.27,36161.95,36936.66,92080.735898,1612483199999,2211866,33199.26461815674,69.33492505907029,37558.45519701095,29711.866231560485,0,0
2021-02-05,36936.65,38310.12,36570.0,38290.24,66681.334275,1612569599999,1853253,33381.08516750829,67.81895511949047,38630.568616897945,29403.33424024492,0,0
2021-02-06,38289.32,40955.51,38215.94,39186.94,98757.311183,1612655999999,2291646,33588.437125811564,73.65263045821746,39744.14095942023,29305.32475486549,0,0
2021-02-07,39181.01,39700.0,37351.0,38795.69,84363.679763,1612742399999,1976357,33774.41044274686,71.44689131497691,40499.54524977581,29483.60475022419,0,0
2021-02-08,38795.69,46794.45,37988.89,46374.87,138597.536914,1612828799999,3230961,34224.4268555059,80.95195091060617,43970.1657355723,28030.22283585627,0,0
2021-02-09,46374.86,48142.19,44961.09,46420.42,115499.861712,1612915199999,3119034,34659.998039237835,80.81060443120296,46420.8251443572,27572.799141357078,0,0
2021-02-10,46420.42,47310.0,43727.0,44807.58,97154.1822,1613001599999,2891592,35022.41168069362,82.59352897444823,47487.31830796672,28569.367406318994,0,0
2021-02-11,44807.58,48678.9,43994.02,47969.51,89561.081454,1613087999999,2570949,35484.80804924028,82.72083451889925,49487.91009423645,28655.154191477828,0,0
2021-02-12,47968.66,48985.8,46125.0,47287.6,85870.035697,1613174399999,2418841,35906.336333195984,79.4763567753064,50883.36414700012,29121.90013871416,0,0
2021-02-13,47298.15,48150.0,46202.53,47153.69,63768.097399,1613260799999,2058823,36308.027535581845,78.98785015414992,51893.180163690544,29953.628407738026,0,0
2021-02-14,47156.78,49707.43,47014.17,48577.79,73735.475533,1613347199999,2090070,36746.2333378825,84.42744357809691,52717.182264484014,31341.74202123027,0,0
2021-02-15,48580.47,49010.92,45570.79,47911.1,79398.156784,1613433599999,2313155,37144.978575815265,81.65326209657012,52960.32191966011,33153.56379462562,0,0
2021-02-16,47911.1,50689.18,47003.62,49133.45,88813.266298,1613519999999,2199849,37573.13826953615,81.05502291996802,53392.87000644625,34673.47427926805,0,0
2021-02-17,49133.45,52618.74,48947.0,52119.71,85743.637818,1613606399999,2514374,38092.65868848129,81.74653632512876,54579.13600298748,35558.75685415538,0,0
2021-02-18,52117.67,52530.0,50901.9,51552.6,60758.046954,1613692799999,1891592,38573.37087817839,82.16060476971715,54963.61349535122,37262.27079036305,0,0
2021-02-19,51552.61,56368.0,50710.2,55906.0,79659.77802,1613779199999,2339215,39192.393346814875,84.24102307724007,56437.304813895804,38305.11661467562,0,0
2021-02-20,55906.0,57700.46,53863.93,55841.19,80948.205314,1613865599999,2642846,39786.99322728577,83.45397124857732,57367.74213655095,39753.857863449055,0,0
2021-02-21,55841.19,58352.8,55477.59,57408.57,58166.708511,1613951999999,1950533,40416.33525488271,85.70142346269789,57933.582815303045,41847.00004183981,0,0
2021-02-22,57412.35,57508.47,47622.0,54087.67,134019.434944,1614038399999,3313083,40904.59721006547,67.68249458713181,58503.805990149245,42378.605438422186,0,0
2021-02-23,54087.67,54183.59,44892.56,48891.0,169375.025051,1614124799999,3825196,41189.82588113456,54.58189201439452,58404.61521718617,42830.73621138525,0,0
2021-02-24,48891.0,51374.99,46988.69,49676.2,91881.209252,1614211199999,2194532,41492.91067109404,59.315216002069434,58036.5988540668,43894.26971736177,0,0
2021-02-25,49676.21,52041.73,46674.34,47073.73,83310.673121,1614297599999,2305679,41692.2256471264,48.24859344719229,58104.37528661068,43698.52471338933,0,0
2021-02-26,47073.73,48424.11,44106.78,46276.87,109423.200663,1614383999999,2371766,41855.96294544331,48.0326890534181,58206.36700374114,43452.142996258866,0,0
2021-02-27,46276.88,48394.0,45000.0,46106.43,66060.834292,1614470399999,1757720,42007.76534024891,47.9644807468637,58311.16445467889,43197.73697389253,0,0
2021-02-28,46103.67,46638.46,43000.0,45135.66,83055.369042,1614556799999,1838345,42119.47586381145,43.18964865691569,58577.02997183964,42440.13859958894,0,0
2021-03-01,45134.11,49790.0,44950.53,49587.03,85086.111648,1614643199999,2147223,42386.174225818184,52.88396643858978,58579.60917851052,42676.97796434662,0,0
2021-03-02,49595.76,50200.0,47047.6,48440.65,64221.06214,1614729599999,1855583,42602.40550346753,48.80469371656749,58578.67435623753,42578.9413580482,0,0
2021-03-03,48436.61,52640.0,48100.71,50349.37,81035.913705,1614815999999,2242131,42879.08280691512,46.827629658725684,58403.1160816374,42501.5939183626,0,0
2021-03-04,50349.37,51773.88,47500.0,48374.09,82649.716829,1614902399999,2291936,43075.333063811006,44.57789233606214,58222.13456411315,42228.50257874401,0,0
2021-03-05,48374.09,49448.93,46300.0,48751.71,78192.496372,1614988799999,2054216,43278.06081153204,35.88054724575258,57032.97480589518,42395.62090839054,0,0
2021-03-06,48746.81,49200.0,47070.0,48882.2,44399.234242,1615075199999,1476474,43478.20863969161,36.30149740852067,55632.93681148233,42801.51747423195,0,0
2021-03-07,48882.2,51450.03,48882.2,50971.75,55235.028032,1615161599999,1758101,43745.83511684549,37.58459760395514,53290.923048489894,44223.985522938696,0,0
2021-03-08,50959.11,52402.78,49274.67,52375.17,66987.359664,1615247999999,1999401,44054.02564838673,46.433070446285896,52606.65819120609,44663.60752307962,0,0
2021-03-09,52375.18,54895.0,51789.41,54884.5,71656.737076,1615334399999,2194398,44440.82830380149,64.05743530085046,54257.48401363394,43868.995986366055,0,0
2021-03-10,54874.67,57387.69,53005.0,55851.59,84749.238943,1615420799999,2647284,44848.35550723715,64.36151236826035,55845.112618329214,43163.56595309935,0,0
2021-03-11,55851.59,58150.0,54272.82,57773.16,81914.812859,1615507199999,2509970,45309.95566769297,75.69644683266014,57812.42781956669,42724.740751861864,0,0
2021-03-12,57773.15,58081.51,54962.84,57221.72,73405.406047,1615593599999,2489931,45735.375822418224,76.5994263485936,59065.95989796848,43034.75867346008,0,0
